type,vendor,description,name,product_link,material,coating,coolant_type,overall_length,shank_length,shank_dia,shoulder_length,shoulder_dia,nr_flutes,flute_length,flute_dia,tip_dia,tip_angle,tip_length,angle,corner_radius,thread_pitch,thread_profile_angle,thread_nr_teeth,taper_dia,taper_angle,preset_name,spindle,feed_xy,feed_z,feed_in,feed_out,clockwise,protrusion,tapered_type,unit
flat end mill,Dreanique,"DST2F-D6.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D6.0-L52,,Carbide,DLC,Mist,100.0,0,6.0,52.0,6.0,2,52.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D8.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D8.0-L32,,Carbide,DLC,Mist,75.0,0,8.0,32.0,8.0,2,32.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D8.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D8.0-L42,,Carbide,DLC,Mist,100.0,0,8.0,42.0,8.0,2,42.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D8.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D8.0-L52,,Carbide,DLC,Mist,100.0,0,8.0,52.0,8.0,2,52.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D8.0-L62 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D8.0-L62,,Carbide,DLC,Mist,100.0,0,8.0,62.0,8.0,2,62.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D10.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D10.0-L52,,Carbide,DLC,Mist,100.0,0,10.0,52.0,10.0,2,52.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DST2F-D12.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DST2F-D12.0-L52,,Carbide,DLC,Mist,100.0,0,12.0,52.0,12.0,2,52.0,12.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D3.0-L12-60 | suitable for Aluminum,DW1F-D3.0-L12-60,,Carbide,DLC,Mist,60.0,0,8.0,12.0,3.0,1,12.0,3.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D4.0-L12-60 | suitable for Aluminum,DW1F-D4.0-L12-60,,Carbide,DLC,Mist,60.0,0,8.0,12.0,4.0,1,12.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D4.0-L14(35)-80 | suitable for Aluminum,DW1F-D4.0-L14(35)-80,,Carbide,DLC,Mist,80.0,0,8.0,14.0,4.0,1,35.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D5.0-L14(35)-80 | suitable for Aluminum,DW1F-D5.0-L14(35)-80,,Carbide,DLC,Mist,80.0,0,8.0,14.0,5.0,1,35.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D5.0-L14-60 | suitable for Aluminum,DW1F-D5.0-L14-60,,Carbide,DLC,Mist,60.0,0,8.0,14.0,5.0,1,14.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D5.0-L16(45)-100 | suitable for Aluminum,DW1F-D5.0-L16(45)-100,,Carbide,DLC,Mist,100.0,0,8.0,16.0,5.0,1,45.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D5.0-L16(45)-80 | suitable for Aluminum,DW1F-D5.0-L16(45)-80,,Carbide,DLC,Mist,80.0,0,8.0,16.0,5.0,1,45.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D6.0-L14(35)-80 | suitable for Aluminum,DW1F-D6.0-L14(35)-80,,Carbide,DLC,Mist,80.0,0,8.0,14.0,6.0,1,35.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D6.0-L14-60 | suitable for Aluminum,DW1F-D6.0-L14-60,,Carbide,DLC,Mist,60.0,0,8.0,14.0,6.0,1,14.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D6.0-L16(45)-100 | suitable for Aluminum,DW1F-D6.0-L16(45)-100,,Carbide,DLC,Mist,100.0,0,8.0,16.0,6.0,1,45.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D6.0-L25(60)-100 | suitable for Aluminum,DW1F-D6.0-L25(60)-100,,Carbide,DLC,Mist,100.0,0,8.0,25.0,6.0,1,60.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D7.0-L14(35)-80 | suitable for Aluminum,DW1F-D7.0-L14(35)-80,,Carbide,DLC,Mist,80.0,0,8.0,14.0,7.0,1,35.0,7.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D7.0-L14-60 | suitable for Aluminum,DW1F-D7.0-L14-60,,Carbide,DLC,Mist,80.0,0,8.0,14.0,7.0,1,14.0,7.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D8.0-L14-80 | suitable for Aluminum,DW1F-D8.0-L14-80,,Carbide,DLC,Mist,80.0,0,8.0,14.0,8.0,1,14.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D8.0-L16-100 | suitable for Aluminum,DW1F-D8.0-L16-100,,Carbide,DLC,Mist,100.0,0,8.0,16.0,8.0,1,16.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D8.0-L20-80 | suitable for Aluminum,DW1F-D8.0-L20-80,,Carbide,DLC,Mist,80.0,0,8.0,20.0,8.0,1,20.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D8.0-L30(60)-100 | suitable for Aluminum,DW1F-D8.0-L30(60)-100,,Carbide,DLC,Mist,100.0,0,8.0,30.0,8.0,1,60.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D8.0-L30-120 | suitable for Aluminum,DW1F-D8.0-L30-120,,Carbide,DLC,Mist,120.0,0,8.0,30.0,8.0,1,30.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D10.0-L30(60)-100 | suitable for Aluminum,DW1F-D10.0-L30(60)-100,,Carbide,DLC,Mist,100.0,0,10.0,30.0,10.0,1,60.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,DW1F-D10.0-L30(75)-120 | suitable for Aluminum,DW1F-D10.0-L30(75)-120,,Carbide,DLC,Mist,120.0,0,10.0,30.0,10.0,1,75.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D2.0-L12 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D2.0-L12,,Carbide,DLC,Mist,38.1,0,3.175,12.0,2.0,2,12.0,2.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D2.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D2.0-L22,,Carbide,DLC,Mist,38.1,0,3.175,22.0,2.0,2,22.0,2.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D3.1-L17 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D3.1-L17,,Carbide,DLC,Mist,38.1,0,3.175,17.0,3.175,2,17.0,3.175,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D3.1-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D3.1-L22,,Carbide,DLC,Mist,50.0,0,3.175,22.0,3.175,2,22.0,3.175,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D4.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D4.0-L22,,Carbide,DLC,Mist,50.0,0,4.0,22.0,4.0,2,22.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D4.0-L25 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D4.0-L25,,Carbide,DLC,Mist,50.0,0,4.0,25.0,4.0,2,25.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D4.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D4.0-L32,,Carbide,DLC,Mist,75.0,0,4.0,32.0,4.0,2,32.0,4.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D5.0-L22 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D5.0-L22,,Carbide,DLC,Mist,50.0,0,5.0,22.0,5.0,2,22.0,5.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D6.0-L24 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D6.0-L24,,Carbide,DLC,Mist,60.0,0,6.0,24.0,6.0,2,24.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D6.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D6.0-L32,,Carbide,DLC,Mist,75.0,0,6.0,32.0,6.0,2,32.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D6.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D6.0-L42,,Carbide,DLC,Mist,100.0,0,6.0,42.0,6.0,2,42.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D6.0-L52 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D6.0-L52,,Carbide,DLC,Mist,100.0,0,6.0,52.0,6.0,2,52.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D8.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D8.0-L32,,Carbide,DLC,Mist,75.0,0,8.0,32.0,8.0,2,32.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D8.0-L42 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D8.0-L42,,Carbide,DLC,Mist,100.0,0,8.0,42.0,8.0,2,42.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D8.0-L62 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D8.0-L62,,Carbide,DLC,Mist,100.0,0,8.0,62.0,8.0,2,62.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D10.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D10.0-L32,,Carbide,DLC,Mist,75.0,0,10.0,32.0,10.0,2,32.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D10.0-L45 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D10.0-L45,,Carbide,DLC,Mist,100.0,0,10.0,45.0,10.0,2,45.0,10.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D12.0-L32 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D12.0-L32,,Carbide,DLC,Mist,75.0,0,12.0,32.0,12.0,2,32.0,12.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWD2F-D12.0-L45 | suitable for Hardwood, Softwood, Laminate, MDF, HDF, Veneered Plywood, Particle Board",DWD2F-D12.0-L45,,Carbide,DLC,Mist,100.0,0,12.0,45.0,12.0,2,45.0,12.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWTUD2F-D6.0-L28 | suitable for Hardwood, Softwood, Laminate, Plywood",DWTUD2F-D6.0-L28,,Carbide,DLC,Mist,75.0,0,6.0,28.0,6.0,2,28.0,6.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWTUD2F-D6.35-L28 | suitable for Hardwood, Softwood, Laminate, Plywood",DWTUD2F-D6.35-L28,,Carbide,DLC,Mist,76.2,0,6.35,28.58,6.35,2,28.58,6.35,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWTUD2F-D8.0-L32 | suitable for Hardwood, Softwood, Laminate, Plywood",DWTUD2F-D8.0-L32,,Carbide,DLC,Mist,80.0,0,8.0,32.0,8.0,2,32.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
flat end mill,Dreanique,"DWTUD2F-D8.0-L45 | suitable for Hardwood, Softwood, Laminate, Plywood",DWTUD2F-D8.0-L45,,Carbide,DLC,Mist,100.0,0,8.0,45.0,8.0,2,45.0,8.0,0,0,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D10.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D10.0-R120,,Ti coated,TiAlN,Mist,75.0,0,10.0,5.0,10.0,3,5.0,10.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D10.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D10.0-R60,,Ti coated,TiAlN,Mist,75.0,0,10.0,8.6603,10.0,3,8.6603,10.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D10.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D10.0-R90,,Ti coated,TiAlN,Mist,75.0,0,10.0,7.0711,10.0,3,7.0711,10.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D12.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D12.0-R120,,Ti coated,TiAlN,Mist,75.0,0,12.0,6.0,12.0,3,6.0,12.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D12.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D12.0-R60,,Ti coated,TiAlN,Mist,75.0,0,12.0,10.3923,12.0,3,10.3923,12.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D12.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D12.0-R90,,Ti coated,TiAlN,Mist,75.0,0,12.0,8.4853,12.0,3,8.4853,12.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D3.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D3.0-R120,,Ti coated,TiAlN,Mist,50.0,0,3.0,1.5,3.0,3,1.5,3.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D3.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D3.0-R60,,Ti coated,TiAlN,Mist,50.0,0,3.0,2.5981,3.0,3,2.5981,3.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D3.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D3.0-R90,,Ti coated,TiAlN,Mist,50.0,0,3.0,2.1213,3.0,3,2.1213,3.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D4.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D4.0-R120,,Ti coated,TiAlN,Mist,50.0,0,4.0,2.0,4.0,3,2.0,4.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D4.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D4.0-R60,,Ti coated,TiAlN,Mist,50.0,0,4.0,3.4641,4.0,3,3.4641,4.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D4.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D4.0-R90,,Ti coated,TiAlN,Mist,50.0,0,4.0,2.8284,4.0,3,2.8284,4.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D6.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D6.0-R120,,Ti coated,TiAlN,Mist,50.0,0,6.0,3.0,6.0,3,3.0,6.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D6.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D6.0-R60,,Ti coated,TiAlN,Mist,50.0,0,6.0,5.1962,6.0,3,5.1962,6.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D6.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D6.0-R90,,Ti coated,TiAlN,Mist,50.0,0,6.0,4.2426,6.0,3,4.2426,6.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D8.0-R120 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D8.0-R120,,Ti coated,TiAlN,Mist,60.0,0,8.0,4.0,8.0,3,4.0,8.0,0,0,0,60.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D8.0-R60 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D8.0-R60,,Ti coated,TiAlN,Mist,60.0,0,8.0,6.9282,8.0,3,6.9282,8.0,0,0,0,30.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
chamfer mill,Dreanique,"ECP3F-D8.0-R90 | suitable for Steel, Carbon steel, Pre-hardened steel, Cast iron, Stainless steel",ECP3F-D8.0-R90,,Ti coated,TiAlN,Mist,60.0,0,8.0,5.6569,8.0,3,5.6569,8.0,0,0,0,45.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 0.5-0.6 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 0.5-0.6,,Ti coated,TiAlN,Mist,50.0,0,3.0,5.0,0.55,2,5.0,0.55,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 0.7-0.9 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 0.7-0.9,,Ti coated,TiAlN,Mist,50.0,0,3.0,6.0,0.8,2,6.0,0.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 1-1.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 1-1.5,,Ti coated,TiAlN,Mist,50.0,0,3.0,8.0,1.25,2,8.0,1.25,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 1.6-2 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 1.6-2,,Ti coated,TiAlN,Mist,50.0,0,3.0,11.0,1.8,2,11.0,1.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 2.1-2.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 2.1-2.5,,Ti coated,TiAlN,Mist,50.0,0,3.0,13.0,2.3,2,13.0,2.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 2.6-3 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 2.6-3,,Ti coated,TiAlN,Mist,50.0,0,3.0,16.0,2.8,2,16.0,2.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 3.1-3.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 3.1-3.5,,Ti coated,TiAlN,Mist,50.0,0,4.0,18.0,3.3,2,18.0,3.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 3.6-4 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 3.6-4,,Ti coated,TiAlN,Mist,50.0,0,4.0,20.0,3.8,2,20.0,3.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 4.1-4.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 4.1-4.5,,Ti coated,TiAlN,Mist,50.0,0,6.0,20.0,4.3,2,20.0,4.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 4.6-5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 4.6-5,,Ti coated,TiAlN,Mist,60.0,0,6.0,24.0,4.8,2,24.0,4.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 5.1-5.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 5.1-5.5,,Ti coated,TiAlN,Mist,60.0,0,6.0,26.0,5.3,2,26.0,5.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 5.6-6 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 5.6-6,,Ti coated,TiAlN,Mist,60.0,0,6.0,26.0,5.8,2,26.0,5.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 6.1-6.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 6.1-6.5,,Ti coated,TiAlN,Mist,60.0,0,8.0,28.0,6.3,2,28.0,6.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 6.6-7 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 6.6-7,,Ti coated,TiAlN,Mist,60.0,0,8.0,28.0,6.8,2,28.0,6.8,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
drill,Dreanique,"ETG 7.1-7.5 | suitable for Hardened steel, High temperature alloy, Difficult-to-machine materials",ETG 7.1-7.5,,Ti coated,TiAlN,Mist,60.0,0,8.0,30.0,7.3,2,30.0,7.3,0,120,0,0.0,0.0,0,60,0,0,0,Default,10000,300,100,150,300,True,0,None,millimeters
